code|product_tmpl|product_qty|product_comp|comp_qty|type|create_date|create_user
Original|36517/01879|1|TOUCH-RES-185/GTOUCH|1|normal|2016-09-02|Xavier Andiñach
Original|36517/01879|1|PM6202B-CW5|1|normal|2016-09-02|Xavier Andiñach
Original|36517/01879|1|CINTA-ADHESIVA-DC/2MM|1|normal|2016-09-02|Xavier Andiñach
Original|36517/01879|1|CABLE-TOUCH5W-PM6202B/20|1|normal|2016-09-02|Xavier Andiñach
Original|36517/01879|1|CABLE-PM6202B-GENECV05/15|1|normal|2016-09-02|Xavier Andiñach
Original|ACTUALIZACION CHASIS ALVIC|1|SOPORTE-DOBLE-VENTILADOR|2|normal|2015-03-05|Núria Soler
Original|ACTUALIZACION CHASIS ALVIC|1|CABLE-ALIM-12VDCAFUEL/4FAN|1|normal|2015-03-05|Núria Soler
Original|ACTUALIZACION CHASIS ALVIC|1|910179|4|normal|2015-03-05|Núria Soler
Revisión R01|ACTUALIZACION CHASIS ALVIC/R01|1|SOPORTE-VENTILADOR-AUTOFUEL|2|normal|2015-03-17|Miguel Barajas
Revisión R01|ACTUALIZACION CHASIS ALVIC/R01|1|CABLE-ALIM-12VDCAFUEL/4FAN|1|normal|2015-03-17|Miguel Barajas
Revisión R01|ACTUALIZACION CHASIS ALVIC/R01|1|910179|4|normal|2015-03-17|Miguel Barajas
Original|ADAPTADOR-MIOT-4G-FRPI|1|MINIPCI-E-TO-USB|1|normal|2018-05-14|Jordi Gutiérrez
Original|ADAPTADOR-MIOT-4G-FRPI|1|EC21EFA-MINIPCIE|1|normal|2018-05-14|Jordi Gutiérrez
Original|ADAPTADOR-MIOT-4G-FRPI|1|CU12|1|normal|2018-05-14|Jordi Gutiérrez
Original|ADAPTADOR-MIOT-4G-FRPI|1|LCBSB6|4|normal|2018-05-14|Jordi Gutiérrez
Original|ADAPTADOR-MIOT-4G-FRPI|1|C485G-010/113-UFL|1|normal|2018-05-14|Jordi Gutiérrez
Original|ADAPTADOR-MIOT-4G-FRPI|1|2JW0124-C868B|1|normal|2018-05-14|Jordi Gutiérrez
Original|AJUSTES-DOCUMENTACION-NGD|1|HORA-INGENIERIA-HWFW|20|normal|2019-01-24|Jordi Gutiérrez
Original|AJUSTES-DOCUMENTACION-NGD|1|FABRICACION-NGD/EMB|1|normal|2019-01-24|Jordi Gutiérrez
Original|AMPLIACION-HWFW-MOCHILA|1|HORA-INGENIERIA-HWFW|5|normal|2018-02-20|Jordi Gutiérrez
Original|AWNB159-KIT-WIFBOX|1|HNSCOMWFAWNB159-F|1|normal|2019-09-30|Roger Relats
Original|AWNB159-KIT-WIFBOX|1|J05-ANT-GX55240-F|1|normal|2019-09-30|Roger Relats
Original|AWNB159-KIT-WIFBOX|1|G01-WIFI-12-2F|1|normal|2019-09-30|Roger Relats
Original|AWNB159-KIT-WIFBOX|1|G01-WIFI-20-1F|1|normal|2019-09-30|Roger Relats
Original|CCMONET12GBPT-USACANADA|1|SIM-PT-2FF/3FF/4FF|1|normal|2021-08-04|Jordi Gutiérrez
Original|CCMONET12GBPT-USACANADA|1|DATO12000PT-USACANADA/1Y|1|normal|2021-08-04|Jordi Gutiérrez
Original|CCMONET1GBPT-Z1|1|SIM-PT-2FF/3FF/4FF|1|normal|2021-06-08|Jordi Gutiérrez
Original|CCMONET1GBPT-Z1|1|DATO1000PT-Z1/1Y|1|normal|2021-06-08|Jordi Gutiérrez
Original|CCMONET1GBPT-Z2|1|SIM-PT-2FF/3FF/4FF|1|normal|2021-06-08|Jordi Gutiérrez
Original|CCMONET1GBPT-Z2|1|DATO1000PT-Z2/1Y|1|normal|2021-06-08|Jordi Gutiérrez
Original|CCMONET72GBPT-USACANADA|1|SIM-PT-2FF/3FF/4FF|1|normal|2021-08-04|Jordi Gutiérrez
Original|CCMONET72GBPT-USACANADA|1|DATO72000PT-USACANADA/1Y|1|normal|2021-08-04|Jordi Gutiérrez
Original|CCMOU65NET12GBPT-Z1|1|SIM-PT-2FF/3FF/4FF|1|normal|2021-06-17|Jordi Gutiérrez
Original|CCMOU65NET12GBPT-Z1|1|DATO12000PT-Z1/1Y|1|normal|2021-06-17|Jordi Gutiérrez
Original|CCMOU65NET6GBPT-Z1|1|SIM-PT-2FF/3FF/4FF|1|normal|2021-06-17|Jordi Gutiérrez
Original|CCMOU65NET6GBPT-Z1|1|DATO6000PT-Z1/1Y|1|normal|2021-06-17|Jordi Gutiérrez
Original|CCMOVPN1GBWL-Z1|1|SIM-WL-EU|1|normal|2021-06-21|Jordi Gutiérrez
Original|CGS0124-LWSM_5M107|1|CG0124-12135|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M107|1|CG2123-12117|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M107|1|CG1124-12154|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M107|1|SWE030-RP|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M107|1|1009120|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M107|1|1008889|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M107|1|1008607|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M107|1|AM107-868M|5|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M300TH|1|CG0124-12135|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M300TH|1|CG2123-12117|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M300TH|1|CG1124-12154|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M300TH|1|SWE030-RP|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M300TH|1|1009120|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M300TH|1|1008889|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M300TH|1|1008607|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_5M300TH|1|EM300-TH-868|5|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSM_LITE|1|CG0124-12135|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_LITE|1|CG2123-12117|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_LITE|1|CG1124-12154|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_LITE|1|SWE030-RP|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_LITE|1|1009120|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_LITE|1|1008889|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_LITE|1|1008607|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_PRO|1|CG0124-12135|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_PRO|1|CG2123-12117|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_PRO|1|CG1124-12154|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_PRO|1|SWE030-RP|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_PRO|1|SWE027|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_PRO|1|1009120|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_PRO|1|1008889|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_PRO|1|1008607|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSM_PRO|1|SIM-WL-EU|1|normal|2021-02-09|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M104|1|CG0124-12135|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M104|1|CG2123-12117|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M104|1|CG1124-12154|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M104|1|SWE030-RP|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M104|1|SWE027|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M104|1|1009120|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M104|1|1008889|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M104|1|1008607|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M104|1|AM104-868M|5|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M104|1|SIM-WL-EU|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M107|1|CG0124-12135|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M107|1|CG2123-12117|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M107|1|CG1124-12154|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M107|1|SWE030-RP|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M107|1|SWE027|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M107|1|1009120|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M107|1|1008889|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M107|1|1008607|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M107|1|AM107-868M|5|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M107|1|SIM-WL-EU|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M300TH|1|CG0124-12135|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M300TH|1|CG2123-12117|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M300TH|1|CG1124-12154|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M300TH|1|SWE030-RP|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M300TH|1|SWE027|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M300TH|1|1009120|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M300TH|1|1008889|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M300TH|1|1008607|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M300TH|1|EM300-TH-868|5|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-LWSMC500Z1_5M300TH|1|SIM-WL-EU|1|normal|2020-11-20|Jordi Gutiérrez
Original|CGS0124-R2123/APD|1|CG0124-12135|1|normal|2020-10-13|Jordi Gutiérrez
Original|CGS0124-R2123/APD|1|CG2123-12117|1|normal|2020-10-13|Jordi Gutiérrez
Original|CGS0124-R2123/APD|1|SWE030-RP|1|normal|2020-10-13|Jordi Gutiérrez
Original|CGS0124-R2123/APD|1|SWE027|1|normal|2020-10-13|Jordi Gutiérrez
Original|CGS0124-R2123/APD|1|MDR-20-24|1|normal|2020-10-13|Jordi Gutiérrez
Original|CGS0124-R2123/APD|1|1008889|1|normal|2020-10-13|Jordi Gutiérrez
Original|CGS0124-R2123/APD|1|3008893|1|normal|2020-10-13|Jordi Gutiérrez
Original|CMBNETDATO0100PT-Z1|1|DATO0100PT-Z1/1Y|1|normal|2020-01-27|Jordi Gutiérrez
Original|CMBNETDATO1000PT-Z1|1|DATO1000PT-Z1/1Y|1|normal|2020-01-27|Jordi Gutiérrez
Original|CMBNETSV0500PT-Z1/1Y|1|DATO0500PT-Z1/1Y|1|normal|2020-06-03|Jordi Gutiérrez
Original|CMBNETSV0500PT-Z2/1Y|1|DATO0500PT-Z2/1Y|1|normal|2020-09-22|Jordi Gutiérrez
Original|CMBNETSV5000PT-Z1/1Y|1|DATO5000PT-Z1/1Y|1|normal|2020-06-03|Jordi Gutiérrez
Original|CMBNETSV5000PT-Z2/1Y|1|DATOS5000PT-Z2/1Y|1|normal|2020-09-04|Jordi Gutiérrez
Original|CMBNETTA3G0500PT-Z1|1|RUT230_WW|1|normal|2020-01-27|Jordi Gutiérrez
Original|CMBNETTA3G0500PT-Z1|1|SIM-PT-2FF/3FF/4FF|1|normal|2020-01-27|Jordi Gutiérrez
Original|CMBNETTA3G0500PT-Z1|1|DATO0500PT-Z1/1Y|1|normal|2020-01-27|Jordi Gutiérrez
Original|CMBNETTA3G0500PT-Z2|1|RUT230_WW|1|normal|2020-09-22|Jordi Gutiérrez
Original|CMBNETTA3G0500PT-Z2|1|SIM-PT-2FF/3FF/4FF|1|normal|2020-09-22|Jordi Gutiérrez
Original|CMBNETTA3G0500PT-Z2|1|DATO0500PT-Z2/1Y|1|normal|2020-09-22|Jordi Gutiérrez
Original|CMBNETTA3G5000PT-Z1|1|RUT230_WW|1|normal|2019-12-11|OdooBot
Original|CMBNETTA3G5000PT-Z1|1|SIM-PT-2FF/3FF/4FF|1|normal|2019-12-11|OdooBot
Original|CMBNETTA3G5000PT-Z1|1|DATO5000PT-Z1/1Y|1|normal|2019-12-11|OdooBot
Original|CMBNETUK32W4G5000PT-Z1|1|UR32-L00E-W|1|normal|2020-09-04|Jordi Gutiérrez
Original|CMBNETUK32W4G5000PT-Z1|1|SIM-PT-2FF/3FF/4FF|1|normal|2020-09-04|Jordi Gutiérrez
Original|CMBNETUK32W4G5000PT-Z1|1|DATO5000PT-Z1/1Y|1|normal|2020-09-04|Jordi Gutiérrez
Original|CMBNETUK32W4G5000PT-Z2|1|UR32-L00G-W|1|normal|2020-09-22|Jordi Gutiérrez
Original|CMBNETUK32W4G5000PT-Z2|1|SIM-PT-2FF/3FF/4FF|1|normal|2020-09-22|Jordi Gutiérrez
Original|CMBNETUK32W4G5000PT-Z2|1|DATOS5000PT-Z2/1Y|1|normal|2020-09-22|Jordi Gutiérrez
Original|CMBVPNUK324G3000WL-EU|1|UR32-L00E|1|normal|2020-11-12|Jordi Gutiérrez
Original|CMBVPNUK324G3000WL-EU|1|SIM-WL-EU|1|normal|2020-11-12|Jordi Gutiérrez
Original|CMBVPNUK324G3000WL-UE|1|UR32-L00G|1|normal|2020-11-12|Jordi Gutiérrez
Original|CMBVPNUK324G3000WL-UE|1|SIM-WL-EU&USA|1|normal|2020-11-12|Jordi Gutiérrez
Original|CMBVPNUK324G6000WL-EU|1|UR32-L00E|0|normal|2020-11-12|Jordi Gutiérrez
Original|CMBVPNUK324G6000WL-EU|1|SIM-WL-EU|1|normal|2020-11-12|Jordi Gutiérrez
Original|CRDTA3G0250LW-Z1|1|RUT230_WW|1|normal|2019-12-11|OdooBot
Original|CRDTA3G0250LW-Z1|1|SIM-WL-EUROPE-250MB|1|normal|2019-12-11|OdooBot
Original|CRDTA4G0250LW-Z1|1|RUT240-EU|1|normal|2019-12-20|OdooBot
Original|CRDTA4G0250LW-Z1|1|SIM-WL-EUROPE-250MB|1|normal|2019-12-20|OdooBot
Original|DAC-DMT80600T080_15WT|1|DMT80600T080_15WT|1|normal|2017-08-30|OdooBot
Original|DAC-DMT80600T080_15WT|1|DCS001|1|normal|2017-08-30|OdooBot
Original|DAC-DMT80600T080_15WT|1|DCS001-SENSOR-CABLE|1|normal|2017-08-30|OdooBot
Original|DAC-RTPC101W60-USB-HDMI|1|RTPC101W-A60BC1-U|1|normal|2015-07-08|OdooBot
Original|DAC-RTPC101W60-USB-HDMI|1|TYDN-HD156AU-EJ101IA-01G|1|normal|2015-07-08|OdooBot
Original|DAC-RTPC101W60-USB-HDMI|1|EJ101IA-01G|1|normal|2015-07-08|OdooBot
Original|DAC-RTPC101W60-USB-HDMI|1|TYDN-HD156-HDMI-CABLE|1|normal|2015-07-08|OdooBot
Original|DAC-RTPC101W60-USB-HDMI|1|RTUSB1830MEB|1|normal|2015-07-08|OdooBot
Original|DAC-RTPC101W60-USB-HDMI|1|RTADBOXSU6P-1|1|normal|2015-07-08|OdooBot
Original|DAC-RTPC101W60-USB-HDMI|1|1757306007|0|normal|2015-07-08|OdooBot
Original|DAC-T5043-DWIN-CPU|1|T5043|1|normal|2017-08-30|Aina Servent
Original|DAC-T5043-DWIN-CPU|1|T5043-CONTROLLER-BOARD|1|normal|2017-08-30|Aina Servent
Original|DALIMODULE|1|ADAPTOR|1|normal|2014-05-08|OdooBot
Original|DALIMODULE|1|DALI-DIMMING|1|normal|2014-05-08|OdooBot
Original|DAS-P32240J28C_T01|1|P32240J28C_T01|1|normal|2019-03-20|Aina Servent
Original|DAS-P32240J28C_T01|1|FFC1-1-10-035|1|normal|2019-03-20|Aina Servent
Original|DAS-P32240J28C_T01|1|FPC1-10-SOCKET|1|normal|2019-03-20|Aina Servent
Original|DAS-P32240J28C_T01|1|VDLB06|1|normal|2019-03-20|Aina Servent
Original|DAS-PROCULUS-P64480V5|1|P64480V56I_T30|1|normal|2019-02-20|Aina Servent
Original|DAS-PROCULUS-P64480V5|1|VDLB07|1|normal|2019-02-20|Aina Servent
Original|DAS-PROCULUS-P64480V5|1|VDLB08|1|normal|2019-02-20|Aina Servent
Original|DAS-PROCULUS-P64480V5|1|PH2-8PIN-WITHLOCKCATCH|1|normal|2019-02-20|Aina Servent
Original|DAS-PROCULUS-P64480V5|1|USBMINI-150CM|1|normal|2019-02-20|Aina Servent
Original|DAS-PROCULUS-P64480V5|1|VL8F035|1|normal|2019-02-20|Aina Servent
Original|DESARROLLO-MOCHILA-NBIOB28|1|MOCHILA-ENGIDI-NBIOTB28|1|normal|2018-03-09|Jordi Gutiérrez
Original|DESARROLLO-MOCHILA-NBIOB28|1|MODIFICACION-TRACKER-BC95G|1|normal|2018-03-09|Jordi Gutiérrez
Original|DESARROLLO-POC-CENTRAL/UTC|1|PLACA-DESARROLLO-TUATARA|1|normal|2019-04-23|Jordi Gutiérrez
Original|DESARROLLO-POC-CENTRAL/UTC|1|PLACA-2G3G-SIMCOM/IRIDEON|1|normal|2019-04-23|Jordi Gutiérrez
Original|DESARROLLO-POC-CENTRAL/UTC|1|MK-ADAPTADOR-AUNO|1|normal|2019-04-23|Jordi Gutiérrez
Original|DESARROLLO-POC-CENTRAL/UTC|1|MK-WETHWIZ|1|normal|2019-04-23|Jordi Gutiérrez
Original|DESARROLLO-POC-CENTRAL/UTC|1|MK-OPTO3-RELE|1|normal|2019-04-23|Jordi Gutiérrez
Original|DESARROLLO-POC-CENTRAL/UTC|1|SIM-1NCE|1|normal|2019-04-23|Jordi Gutiérrez
Original|DESARROLLO-POC-CENTRAL/UTC|1|HORA-DESARROLLO-HWFW/IRI|21|normal|2019-04-23|Jordi Gutiérrez
Original|DESARROLLO-WIFI-ENGIDIV09|1|DISEÑO-WIFI-ESP32-ENGIDI|1|normal|2018-02-06|Jordi Gutiérrez
Original|DESARROLLO-WIFI-ENGIDIV09|1|WIFI-ESP32-ENGIDIV09|10|normal|2018-02-06|Jordi Gutiérrez
Original|DESARROLLO-WIFI-ENGIDIV09|1|HORA-INGENIERIA-HWFW|5|normal|2018-02-06|Jordi Gutiérrez
Original|DISIPADOR-AL/NPV/47MM|1|DISIPADOR-ALUMINIO-47MM/I|1|normal||
Original|DISIPADOR-AL/NPV/47MM|1|BASE-DISIPADOR-ALUM/PR|1|normal||
Original|DISIPADOR-AL/NPV/47MM|1|ALFOMBRILLA-TERMICA/PR|2|normal||
Original|DISIPADOR-ALUM/NPV/47MM|1|DISIPADOR-ALUMINIO-47MM/I|1|normal||
Original|DISIPADOR-ALUM/NPV/47MM|1|BASE-DISIPADOR-ALUM/PR|1|normal||
Original|DISIPADOR-ALUM/NPV/47MM|1|ALFOMBRA-TERMICA-40X20/I|1|normal||
Original|DISIPADOR-ALUM/NPV/47MM|1|ALFOMBRILLA-TERMICA/PR|1|normal||
Original|D-LF-EQUIPO-CONECTADO|1|MK-QM95A|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|MK-ADAPTADOR-AUNO|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|910179|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|CABLE-ALIM-12VDCAFUEL/3BO|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|CABLE-RTPC-CPUAAEON/35CM|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|CHASIS-PPC-15CETILCAS-BSW|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|CINTA-ADHESIVA-DC/2MM|2|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|DEMSM-32GM41BW1DC|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|GENE-BSW5-A11-0002|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|INV-GENEBSW-LEDDRV/15CM|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|JH150LPNN-1500|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|LVDS-GBSW5-G121SN01/30CM|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|RTADBOXSU6P-2|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|RTPC150-X11TG1-U|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|SODIMM-4GB/D3L/1600/I|1|normal|2020-02-26|OdooBot
Original|D-LF-EQUIPO-CONECTADO|1|1701090150|4|normal|2020-02-26|OdooBot
Original|DMT32240T035_05WN/MNL|1|DMT32240T035_05WN|1|normal|2020-11-12|Jordi Gutiérrez
Original|DMT32240T035_05WN/MNL|1|REWORK-DMT32240T035|1|normal|2020-11-12|Jordi Gutiérrez
Original|DRR-PB9185N26R2CF8-1000-TR|1|C-FLASH8GB/FAST/MLC/W|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|DLF1825-ENN-A11|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|TOUCH-RES-185/GTOUCH|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|INV-GENECV05-LID18A05/30|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|LVDS-GENECV05-DLF1825/40|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|TF-GENE-CV05-A10-12|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|1701090150|4|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|1709100254|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|SODIMM-2GB/D3/1066/I|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|BCECH350RM-02-P|2|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|BCEC350VM-02-P|2|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|CHASIS-PPC-185/FAN|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|PM6202B-CW5|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|CINTA-ADHESIVA-DC/2MM|2|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|CABLE-RESET/CARD-5|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|CABLE-TOUCH5W-PM6202B/20|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|CABLE-PM6202B-GENECV05/15|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|910179|4|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|CABLE-ALIM-12VDCAFUEL/4FAN|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|CABLE-ALIM-12VDCAFUEL/3BO|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-1000-TR|1|VF03|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|C-FLASH8GB/FAST/MLC/W|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|G185XW01V2|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|TOUCH-RES-185/GTOUCH|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|INV-DLC1500AMG-K945|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|LVDS-GENECV05-DLF1825/40|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|TF-GENE-CV05-A10-12|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|1701090150|4|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|1709100254|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|SODIMM-2GB/D3/1066/I|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|BCECH350RM-02-P|2|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|BCEC350VM-02-P|2|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|CHASIS-PPC-185|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|PM6202B-CW5|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|CINTA-ADHESIVA-DC/2MM|2|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|CABLE-RESET/CARD-5|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|CABLE-TOUCH5W-PM6202B/20|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|CABLE-PM6202B-GENECV05/15|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|CABLE-ALIM-12VDCAFUEL/3BO|1|normal|2016-10-03|Núria Soler
Original|DRR-PB9185N26R2CF8-450-TR|1|VF03|1|normal|2016-10-03|Núria Soler
Original|DSS-TIRM-50NW1-24-WP|1|EL-FS50NW1-24-WP|0,2|normal|2014-07-15|OdooBot
Revisión R00|EXTENDER-ISA/150MM/R00|1|CABLE-5445-2401/70CM|1|normal||
Revisión R00|EXTENDER-ISA/150MM/R00|1|CABLE-5445-2641/70CM|1|normal||
Revisión R00|EXTENDER-ISA/150MM/R00|1|CONECTOR-BUS-ISA/RECTO|1|normal||
Revisión R00|EXTENDER-ISA/150MM/R00|1|PCB-EXTENSOR-BUS-ISA|1|normal||
Revisión R00|EXTENDER-ISA/150MM/R00|1|MONTAJE-EXTENSOR-BUS-ISA|1|normal||
