name|parent_id|complete_name|pms|faes|arancel_id|estimate_cost|level
COMPONENTE|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / LED|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / LED / COMPONENTE|PM-M2M|FAE-8|85291030|13,1|5
COB|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / LED|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / LED / COB|PM-JUNIOR|FAE-9|85414010|13,1|5
DISPLAY|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / LED|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / LED / DISPLAY|PM-JUNIOR|FAE-9|85414010|13,1|5
CONECTOR|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO / CONECTOR|PM-JUNIOR|FAE-9|85369010|13,1|4
EQUIPO DEMO|SOLUCIONES DE VISUALIZACION / VISUALIZACION|SOLUCIONES DE VISUALIZACION / VISUALIZACION / EQUIPO DEMO|PM-ILED|FAE-4||7,35|3
EQUIPO DEMO|SEMICONDUCTORES & ELECTROMECÁNICOS / IMPRESION|SEMICONDUCTORES & ELECTROMECÁNICOS / IMPRESION / EQUIPO DEMO|PM-CGARCIA|FAE-4||2,35|3
EQUIPO DEMO|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION|SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / EQUIPO DEMO|PM-CGARCIA|FAE-9|85043400|7,1|3
EQUIPO DEMO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / EQUIPO DEMO|PM-JUNIOR|FAE-9||13,1|3
MECANISMO CARGA|SEMICONDUCTORES & ELECTROMECÁNICOS / IMPRESION / ACCESORIO|SEMICONDUCTORES & ELECTROMECÁNICOS / IMPRESION / ACCESORIO / MECANISMO CARGA|PM-CGARCIA|FAE-4|84729080|2,35|4
ALIMENTACION|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION|PM-CGARCIA|FAE-4|84729080|6,35|4
FUENTE INTERNA AC/DC|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION / FUENTE INTERNA AC/DC|PM-RRELATS|FAE-4|84733080|6,35|5
INTERNA SMD|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA / INTERNA SMD|PM-M2M|FAE-8|85291030|7,25|4
CONVERTIDOR INTERNO DC/DC|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION / CONVERTIDOR INTERNO DC/DC|PM-RRELATS|FAE-4|84733080|6,35|5
FUENTE EXTERNA|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION / FUENTE EXTERNA|PM-RRELATS|FAE-4|84733080|6,35|5
FUENTE CARRIL DIN|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION / FUENTE CARRIL DIN|PM-RRELATS|FAE-4|84733080|6,35|5
SAI|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION / SAI|PM-RRELATS|FAE-4|84733080|6,35|5
CABLE|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / ALIMENTACION / CABLE|PM-RRELATS|FAE-4|84733080|6,35|5
TRACKERS Y BEACONS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / TRACKERS Y BEACONS|PM-RRELATS|FAE-4|84733080|7,25|3
SENSORES Y ACTUADORES|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / SENSORES Y ACTUADORES|PM-M2M|FAE-8|85176200|7,25|3
TARJETA EXPANSION|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION|PM-RRELATS|FAE-4|84733080|6,35|4
ISA|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION / ISA|PM-RRELATS|FAE-4|84733080|6,35|5
PCI|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION / PCI|PM-RRELATS|FAE-4|84733080|6,35|5
PCIE|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION / PCIE|PM-RRELATS|FAE-4|84733080|6,35|5
MINIPCI|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION / MINIPCI|PM-RRELATS|FAE-4|84733080|6,35|5
MINIPCIE|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION / MINIPCIE|PM-RRELATS|FAE-4|85176200|6,35|5
M.2|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION / M.2|PM-RRELATS|FAE-4|84733080|6,35|5
OTRO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / TARJETA EXPANSION / OTRO|PM-RRELATS|FAE-4|84733080|6,35|5
EQUIPO PC|HARDWARE INDUSTRIAL / TRADE SISTEMAS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC|PM-RRELATS|FAE-4|84733080|6,35|3
EMBEDDED|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC / EMBEDDED|PM-RRELATS|FAE-4|84733080|6,35|4
FANLESS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC / EMBEDDED|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC / EMBEDDED / FANLESS|PM-RRELATS|FAE-4|84733080|6,35|5
NO FANLESS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC / EMBEDDED|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC / EMBEDDED / NO FANLESS|PM-RRELATS|FAE-4|84733080|6,35|5
MONOCHASIS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC / MONOCHASIS|PM-RRELATS|FAE-4|84733080|6,35|4
FANLESS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC / MONOCHASIS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC / MONOCHASIS / FANLESS|PM-RRELATS|FAE-4|84733080|6,35|5
NO FANLESS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC / MONOCHASIS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / EQUIPO PC / MONOCHASIS / NO FANLESS|PM-RRELATS|FAE-4|84733080|6,35|5
PANEL PC|HARDWARE INDUSTRIAL / TRADE SISTEMAS|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PANEL PC|PM-RRELATS|FAE-4|84733080|6,35|3
"RACK 19"""|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PANEL PC|"HARDWARE INDUSTRIAL / TRADE SISTEMAS / PANEL PC / RACK 19"""|PM-RRELATS|FAE-4|84733080|6,35|4
CHIP|COMUNICACIONES INDUSTRIALES / M2M|COMUNICACIONES INDUSTRIALES / M2M / CHIP|PM-RRELATS|FAE-4|84733080|3,75|3
EMBEDDED|HARDWARE INDUSTRIAL / SOFTWARE / SISTEMA OPERATIVO|HARDWARE INDUSTRIAL / SOFTWARE / SISTEMA OPERATIVO / EMBEDDED|PM-RRELATS|FAE-4|84733080|0,1|4
OEM|HARDWARE INDUSTRIAL / SOFTWARE / SISTEMA OPERATIVO|HARDWARE INDUSTRIAL / SOFTWARE / SISTEMA OPERATIVO / OEM|PM-RRELATS|FAE-4|84729080|0,1|4
OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / OTRO|PM-JUNIOR|||13,1|4
FILTRO DE RED|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / FILTRO DE RED|PM-JUNIOR|FAE-9|85045000|13,1|4
INVERTER|SOLUCIONES DE VISUALIZACION / VISUALIZACION / ACCESORIO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / ACCESORIO / INVERTER|PM-ILED|FAE-9|85043400|7,35|4
TFT+TOUCH|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH|PM-ILED|FAE-9|85043400|7,35|4
BUS PARALELO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH / BUS PARALELO|PM-ILED|FAE-9|85043400|7,35|5
RGB|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH / RGB|PM-ILED|FAE-9|85312095|7,35|5
LVDS|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH / LVDS|PM-ILED|FAE-9|85312095|7,35|5
SPI|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH / SPI|PM-ILED|FAE-9|85312095|7,35|5
MIPI|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH / MIPI|PM-ILED|FAE-9|85312095|7,35|5
WIFI|COMUNICACIONES INDUSTRIALES / M2M / CHIP|COMUNICACIONES INDUSTRIALES / M2M / CHIP / WIFI|PM-M2M|FAE-8|85176200|3,75|4
VGA|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH / VGA|PM-M2M|FAE-8|85176200|7,35|5
HDMI|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH / HDMI|PM-ILED|FAE-9|85312095|7,35|5
SMART|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH|SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / TFT+TOUCH / SMART|PM-ILED|FAE-9|85312095|7,35|5
MONITOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / MONITOR|PM-RRELATS|FAE-4|85285210|6,35|3
OPEN FRAME|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / MONITOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / MONITOR / OPEN FRAME|PM-RRELATS|FAE-4|85285210|6,35|4
FRAMED|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / MONITOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / MONITOR / FRAMED|PM-RRELATS|FAE-4|85285210|6,35|4
CABLE|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / CABLE|PM-RRELATS|FAE-4|85285210|7,25|4
PUERTO|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / CABLE|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / CABLE / PUERTO|PM-RRELATS|FAE-4|85285210|7,25|5
SE±ALES ANAL¾GICAS Y DIGITALES|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / CABLE|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / CABLE / SE±ALES ANAL¾GICAS Y DIGITALES|PM-RRELATS|FAE-4|85285210|7,25|5
ANTENA|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / CABLE|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / CABLE / ANTENA|PM-RRELATS|FAE-4|85285210|7,25|5
OTRO|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / CABLE|INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / CABLE / OTRO|PM-RRELATS|FAE-4|85285210|7,25|5
BLUETOOTH|COMUNICACIONES INDUSTRIALES / M2M / CHIP|COMUNICACIONES INDUSTRIALES / M2M / CHIP / BLUETOOTH|PM-RRELATS|FAE-4|85285210|3,75|4
CABLE PUERTOS|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / CABLE PUERTOS|PM-M2M|FAE-8|85444290|7,25|4
CONECTOR|COMUNICACIONES INDUSTRIALES / M2M / ACCESORIO|COMUNICACIONES INDUSTRIALES / M2M / ACCESORIO / CONECTOR|PM-M2M|FAE-8|85369010|3,75|4
OTRO|COMUNICACIONES INDUSTRIALES / M2M / ACCESORIO|COMUNICACIONES INDUSTRIALES / M2M / ACCESORIO / OTRO|PM-M2M|FAE-8|85176200|3,75|4
ACCESORIO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO|PM-M2M|FAE-8|85176200|13,1|3
CABLE|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE|PM-M2M|FAE-8|85176200|13,1|4
PUERTO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE / PUERTO|PM-M2M|FAE-8|85176200|13,1|5
OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / CABLE / OTRO|PM-M2M|FAE-8|85176200|13,1|5
OTRO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO|SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / ACCESORIO / OTRO|PM-JUNIOR|FAE-9|85176200|13,1|4
CHASIS|SOLUCIONES DE VISUALIZACION / VISUALIZACION|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS|PM-JUNIOR|FAE-9|85176200|7,35|3
STANDARD|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS / STANDARD|PM-JUNIOR|FAE-9|85176200|7,35|4
MONITOR|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS / STANDARD|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS / STANDARD / MONITOR|PM-JUNIOR|FAE-9|85176200|7,35|5
ACCESORIO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS / STANDARD|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS / STANDARD / ACCESORIO|PM-ILED|FAE-9|84733080|7,35|5
RADIOFRECUENCIA|COMUNICACIONES INDUSTRIALES / M2M / CHIP|COMUNICACIONES INDUSTRIALES / M2M / CHIP / RADIOFRECUENCIA|PM-ILED|FAE-9|84733080|3,75|4
A MEDIDA|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS / A MEDIDA|PM-ILED|FAE-9|84733080|7,35|4
MONITOR|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS / A MEDIDA|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS / A MEDIDA / MONITOR|PM-ILED|FAE-9|84733080|7,35|5
ACCESORIO|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS / A MEDIDA|SOLUCIONES DE VISUALIZACION / VISUALIZACION / CHASIS / A MEDIDA / ACCESORIO|PM-ILED|FAE-9|84733080|7,35|5
BACKPLANE|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / BACKPLANE|PM-ILED|FAE-9|84733080|6,35|4
PICMG 1.0|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / BACKPLANE|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / BACKPLANE / PICMG 1.0|PM-ILED|FAE-9|84733080|6,35|5
PICMG 1.3|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / BACKPLANE|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / BACKPLANE / PICMG 1.3|PM-ILED|FAE-9|84733080|6,35|5
RISER CARD|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / BACKPLANE|HARDWARE INDUSTRIAL / TRADE SISTEMAS / PERIFERICO / BACKPLANE / RISER CARD|PM-RRELATS|FAE-4|84733080|6,35|5
ACCESORIO|HARDWARE INDUSTRIAL / SISTEMAS RUGGED|HARDWARE INDUSTRIAL / SISTEMAS RUGGED / ACCESORIO|PM-RRELATS|FAE-4|84733080|5,1|3
DOCKING|HARDWARE INDUSTRIAL / SISTEMAS RUGGED / ACCESORIO|HARDWARE INDUSTRIAL / SISTEMAS RUGGED / ACCESORIO / DOCKING|PM-RRELATS|FAE-4|84733080|5,1|4
OTRO|HARDWARE INDUSTRIAL / SISTEMAS RUGGED / ACCESORIO|HARDWARE INDUSTRIAL / SISTEMAS RUGGED / ACCESORIO / OTRO|PM-RRELATS|FAE-4||5,1|4
CONECTOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR|PM-RRELATS|FAE-4||6,35|4
AÚREO|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR / AÚREO|PM-RRELATS|FAE-4|85369010|6,35|5
PANEL|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR / PANEL|PM-RRELATS|FAE-4|85369010|6,35|5
IQRF|COMUNICACIONES INDUSTRIALES / M2M / CHIP|COMUNICACIONES INDUSTRIALES / M2M / CHIP / IQRF|PM-RRELATS|FAE-4|85369010|3,75|4
PCB|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR / PCB|PM-RRELATS|FAE-4|85369010|6,35|5
HOUSING|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR / HOUSING|PM-RRELATS|FAE-4|85369010|6,35|5
PIN|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR|HARDWARE INDUSTRIAL / SISTEMAS INDUSTRIALES / PERIFERICO / CONECTOR / PIN|PM-RRELATS|FAE-4|85369010|6,35|5
EQUIPO DEMO|COMUNICACIONES INDUSTRIALES / M2M|COMUNICACIONES INDUSTRIALES / M2M / EQUIPO DEMO|PM-M2M|FAE-8||3,75|3
EQUIPO DEMO|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M|COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / EQUIPO DEMO|PM-M2M|FAE-8||7,25|3
INTERNA PCB|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA / INTERNA PCB|PM-M2M|FAE-8|85291030|7,25|4
INTERNA CERAMICA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA|COMUNICACIONES INDUSTRIALES / ANTENAS / ANTENA INTERNA / INTERNA CERAMICA|PM-M2M|FAE-8|85291030|7,25|4
EQUIPO DEMO|HARDWARE INDUSTRIAL / EQUIPOS DE SISTEMAS|HARDWARE INDUSTRIAL / EQUIPOS DE SISTEMAS / EQUIPO DEMO|PM-RRELATS|FAE-4||6,35|3
EQUIPO DEMO|SEMICONDUCTORES & ELECTROMECÁNICOS / SENSORES DE GAS|SEMICONDUCTORES & ELECTROMECÁNICOS / SENSORES DE GAS / EQUIPO DEMO|PM-CGARCIA|FAE-9||6,6|3
LORA|COMUNICACIONES INDUSTRIALES / M2M / CHIP|COMUNICACIONES INDUSTRIALES / M2M / CHIP / LORA|PM-CGARCIA|FAE-9||3,75|4
EQUIPO DEMO|SEMICONDUCTORES & ELECTROMECÁNICOS / SENSORES|SEMICONDUCTORES & ELECTROMECÁNICOS / SENSORES / EQUIPO DEMO|PM-CGARCIA|FAE-9|85364900|4,1|3
CHASIS|INDUSTRIAL IOT / EQUIPOS IOT|INDUSTRIAL IOT / EQUIPOS IOT / CHASIS|PM-CGARCIA|FAE-9|85364900|7,25|3
ADAPTADOR|INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION|INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION / ADAPTADOR|PM-CGARCIA|FAE-9|85364900|7,25|4
PRODUCTO A MEDIDA|INDUSTRIAL IOT / EQUIPOS IOT / PRODUCTO|INDUSTRIAL IOT / EQUIPOS IOT / PRODUCTO / PRODUCTO A MEDIDA|PM-CGARCIA|FAE-9|85364900|7,25|4
CONVERTIDOR DC/DC|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / CONVERTIDOR DC/DC|PM-CGARCIA|FAE-9|85364900|7,25|4
REGULADOR|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / CONVERTIDOR DC/DC|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / CONVERTIDOR DC/DC / REGULADOR|PM-CGARCIA|FAE-9|85364900|7,25|5
OTRO|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / CONVERTIDOR DC/DC|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / CONVERTIDOR DC/DC / OTRO|PM-CGARCIA|FAE-9|85364900|7,25|5
BATERIA|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / BATERIA|PM-CGARCIA|FAE-9|85364900|7,25|4
KIT|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / BATERIA|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / BATERIA / KIT|PM-CGARCIA|FAE-9|85364900|7,25|5
PILA|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / BATERIA|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / BATERIA / PILA|PM-CGARCIA|FAE-9|85364900|7,25|5
SIGFOX|COMUNICACIONES INDUSTRIALES / M2M / CHIP|COMUNICACIONES INDUSTRIALES / M2M / CHIP / SIGFOX|PM-CGARCIA|FAE-9|85364900|3,75|4
PORTAPILAS|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / BATERIA|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / BATERIA / PORTAPILAS|PM-CGARCIA|FAE-9|85364900|7,25|5
CARGADOR|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / BATERIA|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / BATERIA / CARGADOR|PM-CGARCIA|FAE-9|85364900|7,25|5
ACCESORIO|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / ACCESORIO|PM-CGARCIA|FAE-9|85364900|7,25|4
CABLE|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / ACCESORIO|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / ACCESORIO / CABLE|PM-CGARCIA|FAE-9|85364900|7,25|5
CONECTOR|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / ACCESORIO|INDUSTRIAL IOT / EQUIPOS IOT / ALIMENTACION / ACCESORIO / CONECTOR|PM-CGARCIA|FAE-9|85364900|7,25|5
PRODUCTO STANDARD|INDUSTRIAL IOT / EQUIPOS IOT / PRODUCTO|INDUSTRIAL IOT / EQUIPOS IOT / PRODUCTO / PRODUCTO STANDARD|PM-CGARCIA|FAE-9|85364900|7,25|4
ACCESORIO|INDUSTRIAL IOT / EQUIPOS IOT / CHASIS|INDUSTRIAL IOT / EQUIPOS IOT / CHASIS / ACCESORIO|PM-CGARCIA|FAE-9|85364900|7,25|4
