"name"|"parent_id"|"complete_name"|"pms"|"faes"|"arancel_id"|"logistics_cost"|"level"
"OPEN FRAME"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC / OPEN FRAME"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"PCB"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC / PCB"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"EV"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC / EV"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"SWITCH"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / SWITCH"|"Carles García"|"Sergi Gomis"|"85043180"|"7,25"|"4"
"GESTIONADO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / SWITCH"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / SWITCH / GESTIONADO"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"CUSTOM/SEMICUSTOM"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC / CUSTOM/SEMICUSTOM"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,1"|"5"
"HIREL"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC / HIREL"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,1"|"5"
"FILTRO EMI"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC / FILTRO EMI"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,1"|"5"
"FILTRO OTRO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / ALIMENTACION / CONVERTIDOR DC/DC /  FILTRO OTRO"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,1"|"5"
"TRADE COMPONENTES"|"SEMICONDUCTORES & ELECTROMECÁNICOS"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES"|"Ramón García"|"Sergi Gomis"|"84715000"|"13,1"|"2"
"COMPONENTE ELECTRONICO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO"|"Ramón García"|"Sergi Gomis"|"85176200"|"13,1"|"3"
"PUENTE RECTIFICADOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTRONICO / PUENTE RECTIFICADOR"|"Ramón García"|"Sergi Gomis"|"85429000"|"13,1"|"4"
"DISPLAY"|"SOLUCIONES DE VISUALIZACION / VISUALIZACION"|"SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY"|"Aina Servent"|"Sergi Gomis"|"85312095"|"7,35"|"3"
"LED"|"SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY"|"SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / LED"|"Aina Servent"|"Sergi Gomis"|"85414010"|"7,35"|"4"
"COLESTÉRICO"|"SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY"|"SOLUCIONES DE VISUALIZACION / VISUALIZACION / DISPLAY / COLESTÉRICO"|"Aina Servent"|"Sergi Gomis"|"85319000"|"7,35"|"4"
"COMPONENTE ELECTROMECANICO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO"|"Aina Servent"|"Sergi Gomis"|"85319000"|"13,1"|"3"
"SOLENOIDE"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO / SOLENOIDE"|"Ramón García"|"Sergi Gomis"|"85051100"|"13,1"|"4"
"MODEM"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM"|"Ramón García"|"Sergi Gomis"|"85051100"|"7,25"|"4"
"2G"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM / 2G"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"3G"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM / 3G"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"NO GESTIONADO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / SWITCH"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / SWITCH / NO GESTIONADO"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"4G"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM / 4G"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"OTRO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / MODEM / OTRO"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"ACCESORIO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"3"
"ANTENA"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / ACCESORIO / ANTENA"|"Anna Teotino"|"Anna Teotino"|"85291030"|"7,25"|"4"
"OTRO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / TRADE COMPONENTES / COMPONENTE ELECTROMECANICO / OTRO"|"Anna Teotino"|"Anna Teotino"|"85291030"|"13,1"|"4"
"M2M"|"COMUNICACIONES INDUSTRIALES"|"COMUNICACIONES INDUSTRIALES / M2M"|"Anna Teotino"|"Anna Teotino"|"85176200"|"3,75"|"2"
"ACCESORIO"|"COMUNICACIONES INDUSTRIALES / M2M"|"COMUNICACIONES INDUSTRIALES / M2M / ACCESORIO"|"Anna Teotino"|"Anna Teotino"|"85176200"|"3,75"|"3"
"ZOCALO"|"COMUNICACIONES INDUSTRIALES / M2M / ACCESORIO"|"COMUNICACIONES INDUSTRIALES / M2M / ACCESORIO / ZOCALO"|"Anna Teotino"|"Anna Teotino"|"90271090"|"3,75"|"4"
"PLANAR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / PLANAR"|"Anna Teotino"|"Anna Teotino"|"90271090"|"7,1"|"3"
"TRANSFORMADOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / PLANAR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / PLANAR / TRANSFORMADOR"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"4"
"INDUCTANCIA"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / PLANAR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / PLANAR / INDUCTANCIA"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"4"
"CARGADOR BATERIA"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / CARGADOR BATERIA"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"3"
"DEVICE SERVER"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / DEVICE SERVER"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"4"
"DISCRETO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,1"|"3"
"REGULADOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / REGULADOR"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,1"|"4"
"LDO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / REGULADOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / REGULADOR / LDO"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"SWITCHING"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / REGULADOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / REGULADOR / SWITCHING"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"DRIVER DE MOTOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / DRIVER DE MOTOR"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"4"
"PASO A PASO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / DRIVER DE MOTOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / DRIVER DE MOTOR / PASO A PASO"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"BRUSHLESS"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / DRIVER DE MOTOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / DRIVER DE MOTOR / BRUSHLESS"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"LI-ION"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / LI-ION"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"4"
"BATERIA"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / LI-ION"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / LI-ION / BATERIA"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"PROTECCION BATERIA"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / LI-ION"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / LI-ION / PROTECCION BATERIA"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"OTRO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / OTRO"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"4"
"E2PROM AUTOMOCION"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / OTRO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / OTRO / E2PROM AUTOMOCION"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"RTC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / OTRO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / SISTEMAS ALIMENTACION / DISCRETO / OTRO / RTC"|"Carles García"|"Sergi Gomis"|"85043180"|"7,1"|"5"
"HIREL"|"SEMICONDUCTORES & ELECTROMECÁNICOS"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL"|"Carles García"|"Sergi Gomis"|"85412100"|"0,8"|"2"
"TARJETA DE COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION"|"Carles García"|"Sergi Gomis"|"85412100"|"7,25"|"4"
"ISA"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / ISA"|"Carles García"|"Sergi Gomis"|"85412100"|"7,25"|"5"
"SEMICONDUCTOR POTENCIA"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA"|"Carles García"|"Sergi Gomis"|"85412100"|"0,8"|"3"
"MOSFET"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / MOSFET"|"Carles García"|"Sergi Gomis"|"85412100"|"0,8"|"4"
"HERMETICO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / MOSFET"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / MOSFET / HERMETICO"|"Carles García"|"Sergi Gomis"|"85411000"|"0,8"|"5"
"RAD HARD"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / MOSFET"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / MOSFET / RAD HARD"|"Carles García"|"Sergi Gomis"|"85411000"|"0,8"|"5"
"DIODO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / DIODO"|"Carles García"|"Sergi Gomis"|"85411000"|"0,8"|"4"
"SHOTTKY"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / DIODO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / DIODO / SHOTTKY"|"Carles García"|"Sergi Gomis"|"85411000"|"0,8"|"5"
"RECTIFICADOR UR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / DIODO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / DIODO / RECTIFICADOR UR"|"Carles García"|"Sergi Gomis"|"85411000"|"0,8"|"5"
"IGBT HERMETICO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR POTENCIA / IGBT HERMETICO"|"Carles García"|"Sergi Gomis"|"85411000"|"0,8"|"4"
"SEMICONDUCTOR RF"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR RF"|"Carles García"|"Sergi Gomis"|"85411000"|"0,8"|"3"
"TRANSISTOR BIPOLAR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR RF"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR RF / TRANSISTOR BIPOLAR"|"Carles García"|"Sergi Gomis"|"85412100"|"0,8"|"4"
"DIODO MW"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR RF"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / SEMICONDUCTOR RF / DIODO MW"|"Carles García"|"Sergi Gomis"|"85411000"|"0,8"|"4"
"CIRCUITO INTEGRADO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO"|"Carles García"|"Sergi Gomis"|"85411000"|"0,8"|"3"
"LÁMPARAS"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO"|"SOLUCIONES DE VISUALIZACION / ILUMINACION LED / ILUMINACION ARDECO / LÁMPARAS"|"Carles García"|"Sergi Gomis"|"85411000"|"13,1"|"4"
"PCI"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / PCI"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"MOSFET DRIVERS"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / MOSFET DRIVERS"|"Anna Teotino"|"Anna Teotino"|"84733080"|"0,8"|"4"
"REGULADOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / REGULADOR"|"Anna Teotino"|"Anna Teotino"|"84733080"|"0,8"|"4"
"RAD HARD SWITCHING"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / REGULADOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / REGULADOR / RAD HARD SWITCHING"|"Anna Teotino"|"Anna Teotino"|"84733080"|"0,8"|"5"
"LDO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / REGULADOR"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / REGULADOR / LDO"|"Anna Teotino"|"Anna Teotino"|"84733080"|"0,8"|"5"
"RELE ESTADO SOLIDO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CIRCUITO INTEGRADO / RELE ESTADO SOLIDO"|"Anna Teotino"|"Anna Teotino"|"84733080"|"0,8"|"4"
"CONVERTIDOR DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC"|"Anna Teotino"|"Anna Teotino"|"84733080"|"0,8"|"3"
"MODULO DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / MODULO DC/DC"|"Anna Teotino"|"Anna Teotino"|"84733080"|"0,8"|"4"
"RAD HARD"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / MODULO DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / MODULO DC/DC / RAD HARD"|"Anna Teotino"|"Anna Teotino"|"84733080"|"0,8"|"5"
"HERMETICO"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / MODULO DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / MODULO DC/DC / HERMETICO"|"Anna Teotino"|"Anna Teotino"|"84733080"|"0,8"|"5"
"FILTRO EMI"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC"|"SEMICONDUCTORES & ELECTROMECÁNICOS / HIREL / CONVERTIDOR DC/DC / FILTRO EMI"|"Anna Teotino"|"Anna Teotino"|"84733080"|"0,8"|"4"
"INDUSTRIAL IOT"|""|"INDUSTRIAL IOT"|""|""|""|"0"|"1"
"EQUIPOS IOT"|"INDUSTRIAL IOT"|"INDUSTRIAL IOT / EQUIPOS IOT"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"2"
"GATEWAY"|"INDUSTRIAL IOT / EQUIPOS IOT"|"INDUSTRIAL IOT / EQUIPOS IOT / GATEWAY"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"3"
"PCIE"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / PCIE"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"ACCESORIO"|"COMUNICACIONES INDUSTRIALES / ANTENAS"|"COMUNICACIONES INDUSTRIALES / ANTENAS / ACCESORIO"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"3"
"ACCESORIO"|"INDUSTRIAL IOT / EQUIPOS IOT"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"3"
"TARJETA EXPANSION"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / TARJETA EXPANSION"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"4"
"ALIMENTACION"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"4"
"FUENTE INTERNA AC/DC"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION / FUENTE INTERNA AC/DC"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"CONVERTIDOR INTERNO DC/DC"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION / CONVERTIDOR INTERNO DC/DC"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"FUENTE EXTERNA"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION / FUENTE EXTERNA"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"FUENTE CARRIL DIN"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION / FUENTE CARRIL DIN"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"CABLE"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / ALIMENTACION / CABLE"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"5"
"SOFTWARE"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / SOFTWARE"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"4"
"OTRO"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO"|"INDUSTRIAL IOT / EQUIPOS IOT / ACCESORIO / OTRO"|"Anna Teotino"|"Anna Teotino"|"85176200"|"7,25"|"4"
"TODAS"|""|"TODAS"|""|""|""|"0"|"1"
"REPARACIONES DMA"|"TODAS"|"TODAS / REPARACIONES DMA"|"Anna Teotino"|"Anna Teotino"|"85176200"|"6,35"|"2"
"MINIPCI"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION"|"COMUNICACIONES INDUSTRIALES / DISPOSITIVOS M2M / NETWORKING / TARJETA DE COMUNICACION / MINIPCI"|"Anna Teotino"|"Anna Teotino"|"84733080"|"7,25"|"5"
"REPARACION DMA"|"TODAS / REPARACIONES DMA"|"TODAS / REPARACIONES DMA / REPARACION DMA"|"David Ruiz"|"Rubén Pérez"|"84733080"|"6,35"|"3"
"PRODUCTO"|"INDUSTRIAL IOT / EQUIPOS IOT"|"INDUSTRIAL IOT / EQUIPOS IOT / PRODUCTO"|"David Ruiz"|"Rubén Pérez"|"84733080"|"7,25"|"3"
"PRUEBA DE CONCEPTO"|"INDUSTRIAL IOT / EQUIPOS IOT / PRODUCTO"|"INDUSTRIAL IOT / EQUIPOS IOT / PRODUCTO / PRUEBA DE CONCEPTO"|"David Ruiz"|"Rubén Pérez"|"84733080"|"7,25"|"4"
"TARJETA EXPANSION"|"INDUSTRIAL IOT / EQUIPOS IOT"|"INDUSTRIAL IOT / EQUIPOS IOT / TARJETA EXPANSION"|"David Ruiz"|"Rubén Pérez"|"84733080"|"7,25"|"3"
