name|product_code|warehouse_id|location_id|security_stock|create_date|create_user
OP/08100|LP10W3-S613|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08101|LP10W3-S789|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08102|LP10W3-S799|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08103|LP10W3-S804|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08104|LP10W3-S811|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08105|LP10W3-S821|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08106|LP10W3-UEF3-S65|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08107|LP-171QT|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08108|LP-2844|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08109|LP2CL3-3A-URK1-90911|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08110|LP2CL3-3A-URK1-A89-Z|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08111|LP2F63-ST-RGB-B1648|Almacén|MONO/Stock|0|2021-12-04|OdooBot
OP/08112|LP2F83-2F-12290|Almacén|MONO/Stock|0|2021-12-04|OdooBot
