name|parent_id|complete_name
FABRICANTE DE EQUIPOS PARA LA INDUSTRIA|INDUSTRIA Y ENERGIA / INDUSTRIA / SERVICIOS PARA LA INDUSTRIA|INDUSTRIA Y ENERGIA / INDUSTRIA / SERVICIOS PARA LA INDUSTRIA / FABRICANTE DE EQUIPOS PARA LA INDUSTRIA
FABRICANTE DE LUMINARIAS|SMART VERTICALS / CIUDADES, EDIFICIOS Y AGROPECUARIO / EDIFICIOS|SMART VERTICALS / CIUDADES, EDIFICIOS Y AGROPECUARIO / EDIFICIOS / FABRICANTE DE LUMINARIAS
METALURGICA|INDUSTRIA Y ENERGIA / INDUSTRIA|INDUSTRIA Y ENERGIA / INDUSTRIA / METALURGICA
FABRICANTE DE MAQUINARIA|INDUSTRIA Y ENERGIA / INDUSTRIA / METALURGICA|INDUSTRIA Y ENERGIA / INDUSTRIA / METALURGICA / FABRICANTE DE MAQUINARIA
VENDING|SMART VERTICALS / RETAIL|SMART VERTICALS / RETAIL / VENDING
FABRICANTE DE MAQUINAS EXPENDEDORAS|SMART VERTICALS / RETAIL / VENDING|SMART VERTICALS / RETAIL / VENDING / FABRICANTE DE MAQUINAS EXPENDEDORAS
OCIO Y RECREATIVO|SMART VERTICALS / RETAIL|SMART VERTICALS / RETAIL / OCIO Y RECREATIVO
FABRICANTE DE MAQUINAS RECREATIVAS|SMART VERTICALS / RETAIL / OCIO Y RECREATIVO|SMART VERTICALS / RETAIL / OCIO Y RECREATIVO / FABRICANTE DE MAQUINAS RECREATIVAS
FABRICANTE DE MOBILIARIO URBANO|SMART VERTICALS / CIUDADES, EDIFICIOS Y AGROPECUARIO / CIUDADES|SMART VERTICALS / CIUDADES, EDIFICIOS Y AGROPECUARIO / CIUDADES / FABRICANTE DE MOBILIARIO URBANO
FABRICANTE DE POSTES DE RECARGA PARA VE|INDUSTRIA Y ENERGIA / ENERGIA / ELECTRICO|INDUSTRIA Y ENERGIA / ENERGIA / ELECTRICO / FABRICANTE DE POSTES DE RECARGA PARA VE
FABRICANTE EQUIPOS DE CLIMATIZACION|SMART VERTICALS / CIUDADES, EDIFICIOS Y AGROPECUARIO / EDIFICIOS|SMART VERTICALS / CIUDADES, EDIFICIOS Y AGROPECUARIO / EDIFICIOS / FABRICANTE EQUIPOS DE CLIMATIZACION
GESTION FINANCIERA|SMART VERTICALS / RETAIL|SMART VERTICALS / RETAIL / GESTION FINANCIERA
FABRICANTE EQUIPOS GESTION DE DINERO|SMART VERTICALS / RETAIL / GESTION FINANCIERA|SMART VERTICALS / RETAIL / GESTION FINANCIERA / FABRICANTE EQUIPOS GESTION DE DINERO
FABRICANTE OEM|INDUSTRIA Y ENERGIA / INDUSTRIA / METALURGICA|INDUSTRIA Y ENERGIA / INDUSTRIA / METALURGICA / FABRICANTE OEM
SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO|ACTIVIDADES FINANCIERAS Y DE SEGUROS|ACTIVIDADES FINANCIERAS Y DE SEGUROS / SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO
FONDOS DE PENSIONES|ACTIVIDADES FINANCIERAS Y DE SEGUROS / SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO|ACTIVIDADES FINANCIERAS Y DE SEGUROS / SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO / FONDOS DE PENSIONES
FONDOS DE PENSIONES|ACTIVIDADES FINANCIERAS Y DE SEGUROS / SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO / FONDOS DE PENSIONES|ACTIVIDADES FINANCIERAS Y DE SEGUROS / SEGUROS, REASEGUROS Y FONDOS DE PENSIONES, EXCEPTO / FONDOS DE PENSIONES / FONDOS DE PENSIONES
INSTALACIONES ELÉCTRICAS, DE FONTANERÍA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCIÓN|CONSTRUCCIÓN / ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA|CONSTRUCCIÓN / ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA / INSTALACIONES ELÉCTRICAS, DE FONTANERÍA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCIÓN
FONTANERÍA, INSTALACIONES DE SISTEMAS DE CALEFACCIÓN Y AIRE ACONDICIONADO|CONSTRUCCIÓN / ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA / INSTALACIONES ELÉCTRICAS, DE FONTANERÍA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCIÓN|CONSTRUCCIÓN / ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA / INSTALACIONES ELÉCTRICAS, DE FONTANERÍA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCIÓN / FONTANERÍA, INSTALACIONES DE SISTEMAS DE CALEFACCIÓN Y AIRE ACONDICIONADO
FORJA, ESTAMPACIÓN Y EMBUTICIÓN DE METALES; METALURGIA DE POLVOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN / FORJA, ESTAMPACIÓN Y EMBUTICIÓN DE METALES; METALURGIA DE POLVOS
FORJA, ESTAMPACIÓN Y EMBUTICIÓN DE METALES; METALURGIA DE POLVOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN / FORJA, ESTAMPACIÓN Y EMBUTICIÓN DE METALES; METALURGIA DE POLVOS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN / FORJA, ESTAMPACIÓN Y EMBUTICIÓN DE METALES; METALURGIA DE POLVOS / FORJA, ESTAMPACIÓN Y EMBUTICIÓN DE METALES; METALURGIA DE POLVOS
FUNDICIÓN DE METALES|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FUNDICIÓN DE METALES
FUNDICIÓN DE ACERO|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FUNDICIÓN DE METALES|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FUNDICIÓN DE METALES / FUNDICIÓN DE ACERO
FUNDICIÓN DE HIERRO|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FUNDICIÓN DE METALES|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FUNDICIÓN DE METALES / FUNDICIÓN DE HIERRO
FUNDICIÓN DE METALES LIGEROS|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FUNDICIÓN DE METALES|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FUNDICIÓN DE METALES / FUNDICIÓN DE METALES LIGEROS
FUNDICIÓN DE OTROS METALES NO FÉRREOS|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FUNDICIÓN DE METALES|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FUNDICIÓN DE METALES / FUNDICIÓN DE OTROS METALES NO FÉRREOS
GESTIÓN DE INSTALACIONES DEPORTIVAS|ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRENIMI / ACTIVIDADES DEPORTIVAS, RECREATIVAS Y DE ENTRETENI / ACTIVIDADES DEPORTIVAS|ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRENIMI / ACTIVIDADES DEPORTIVAS, RECREATIVAS Y DE ENTRETENI / ACTIVIDADES DEPORTIVAS / GESTIÓN DE INSTALACIONES DEPORTIVAS
GESTIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS|ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRENIMI / ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y OTR / ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y OTRAS ACTIVIDADES CULTURALES|ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRENIMI / ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y OTR / ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y OTRAS ACTIVIDADES CULTURALES / GESTIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS
GESTIÓN DE RECURSOS INFORMÁTICOS|INFORMACIÓN Y COMUNICACIONES / PROGRAMACIÓN, CONSULTORÍA Y OTRAS ACTIVIDADES RELA / PROGRAMACIÓN, CONSULTORÍA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMÁTICA|INFORMACIÓN Y COMUNICACIONES / PROGRAMACIÓN, CONSULTORÍA Y OTRAS ACTIVIDADES RELA / PROGRAMACIÓN, CONSULTORÍA Y OTRAS ACTIVIDADES RELACIONADAS CON LA INFORMÁTICA / GESTIÓN DE RECURSOS INFORMÁTICOS
GESTIÓN DE SALAS DE ESPECTÁCULOS|ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRENIMI / ACTIVIDADES DE CREACIÓN, ARTÍSTICAS Y ESPECTÁCULOS / ACTIVIDADES DE CREACIÓN, ARTÍSTICAS Y ESPECTÁCULOS|ACTIVIDADES ARTÍSTICAS, RECREATIVAS Y DE ENTRENIMI / ACTIVIDADES DE CREACIÓN, ARTÍSTICAS Y ESPECTÁCULOS / ACTIVIDADES DE CREACIÓN, ARTÍSTICAS Y ESPECTÁCULOS / GESTIÓN DE SALAS DE ESPECTÁCULOS
GESTIÓN Y ADMINISTRACIÓN DE LA PROPIEDAD INMOBILIARIA|ACTIVIDADES INMOBILIARIAS / ACTIVIDADES INMOBILIARIAS / ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS|ACTIVIDADES INMOBILIARIAS / ACTIVIDADES INMOBILIARIAS / ACTIVIDADES INMOBILIARIAS POR CUENTA DE TERCEROS / GESTIÓN Y ADMINISTRACIÓN DE LA PROPIEDAD INMOBILIARIA
HOTELES Y ALOJAMIENTOS SIMILARES|HOSTELERÍA / SERVICIOS DE ALOJAMIENTO|HOSTELERÍA / SERVICIOS DE ALOJAMIENTO / HOTELES Y ALOJAMIENTOS SIMILARES
HOTELES Y ALOJAMIENTOS SIMILARES|HOSTELERÍA / SERVICIOS DE ALOJAMIENTO / HOTELES Y ALOJAMIENTOS SIMILARES|HOSTELERÍA / SERVICIOS DE ALOJAMIENTO / HOTELES Y ALOJAMIENTOS SIMILARES / HOTELES Y ALOJAMIENTOS SIMILARES
INDUSTRIA DEL TABACO|INDUSTRIA MANUFACTURERA|INDUSTRIA MANUFACTURERA / INDUSTRIA DEL TABACO
INDUSTRIA DEL TABACO|INDUSTRIA MANUFACTURERA / INDUSTRIA DEL TABACO|INDUSTRIA MANUFACTURERA / INDUSTRIA DEL TABACO / INDUSTRIA DEL TABACO
INDUSTRIA DEL TABACO|INDUSTRIA MANUFACTURERA / INDUSTRIA DEL TABACO / INDUSTRIA DEL TABACO|INDUSTRIA MANUFACTURERA / INDUSTRIA DEL TABACO / INDUSTRIA DEL TABACO / INDUSTRIA DEL TABACO
TRATAMIENTO Y REVESTIMIENTO DE METALES; INGENIERÍA MECÁNICA POR CUENTA DE TERCEROS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN / TRATAMIENTO Y REVESTIMIENTO DE METALES; INGENIERÍA MECÁNICA POR CUENTA DE TERCEROS
INGENIERÍA MECÁNICA POR CUENTA DE TERCEROS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN / TRATAMIENTO Y REVESTIMIENTO DE METALES; INGENIERÍA MECÁNICA POR CUENTA DE TERCEROS|INDUSTRIA MANUFACTURERA / FABRICACIÓN DE PRODUCTOS METÁLICOS, EXCEPTO MAQUIN / TRATAMIENTO Y REVESTIMIENTO DE METALES; INGENIERÍA MECÁNICA POR CUENTA DE TERCEROS / INGENIERÍA MECÁNICA POR CUENTA DE TERCEROS
INGENIERIA/CONSULTORIA ENGERGÍAS RENOVABLES|INDUSTRIA Y ENERGIA / ENERGIA / RENOVABLES|INDUSTRIA Y ENERGIA / ENERGIA / RENOVABLES / INGENIERIA/CONSULTORIA ENGERGÍAS RENOVABLES
ACABADO DE EDIFICIOS|CONSTRUCCIÓN / ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA|CONSTRUCCIÓN / ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA / ACABADO DE EDIFICIOS
INSTALACIÓN DE CARPINTERÍA|CONSTRUCCIÓN / ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA / ACABADO DE EDIFICIOS|CONSTRUCCIÓN / ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA / ACABADO DE EDIFICIOS / INSTALACIÓN DE CARPINTERÍA
REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO|INDUSTRIA MANUFACTURERA|INDUSTRIA MANUFACTURERA / REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO
INSTALACIÓN DE MÁQUINAS Y EQUIPOS INDUSTRIALES|INDUSTRIA MANUFACTURERA / REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO|INDUSTRIA MANUFACTURERA / REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO / INSTALACIÓN DE MÁQUINAS Y EQUIPOS INDUSTRIALES
INSTALACIÓN DE MÁQUINAS Y EQUIPOS INDUSTRIALES|INDUSTRIA MANUFACTURERA / REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO / INSTALACIÓN DE MÁQUINAS Y EQUIPOS INDUSTRIALES|INDUSTRIA MANUFACTURERA / REPARACIÓN E INSTALACIÓN DE MAQUINARIA Y EQUIPO / INSTALACIÓN DE MÁQUINAS Y EQUIPOS INDUSTRIALES / INSTALACIÓN DE MÁQUINAS Y EQUIPOS INDUSTRIALES
INSTALACIONES ELÉCTRICAS|CONSTRUCCIÓN / ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA / INSTALACIONES ELÉCTRICAS, DE FONTANERÍA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCIÓN|CONSTRUCCIÓN / ACTIVIDADES DE CONSTRUCCIÓN ESPECIALIZADA / INSTALACIONES ELÉCTRICAS, DE FONTANERÍA Y OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCIÓN / INSTALACIONES ELÉCTRICAS
INTEGRADOR DE SOLUCIONES DE CONTROL Y AUTOMATIZACIÓN INDUSTRIAL|INDUSTRIA Y ENERGIA / INDUSTRIA / SERVICIOS PARA LA INDUSTRIA|INDUSTRIA Y ENERGIA / INDUSTRIA / SERVICIOS PARA LA INDUSTRIA / INTEGRADOR DE SOLUCIONES DE CONTROL Y AUTOMATIZACIÓN INDUSTRIAL
INTERMEDIARIOS DEL COMERCIO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO
INTERMEDIARIOS DEL COMERCIO DE COMBUSTIBLES, MINERALES, METALES Y PRODUCTOS QUÍMICOS INDUSTRIALES|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO / INTERMEDIARIOS DEL COMERCIO DE COMBUSTIBLES, MINERALES, METALES Y PRODUCTOS QUÍMICOS INDUSTRIALES
INTERMEDIARIOS DEL COMERCIO DE LA MADERA Y MATERIALES DE CONSTRUCCIÓN|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO / INTERMEDIARIOS DEL COMERCIO DE LA MADERA Y MATERIALES DE CONSTRUCCIÓN
INTERMEDIARIOS DEL COMERCIO DE MAQUINARIA, EQUIPO INDUSTRIAL, EMBARCACIONES Y AERONAVES|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO / INTERMEDIARIOS DEL COMERCIO DE MAQUINARIA, EQUIPO INDUSTRIAL, EMBARCACIONES Y AERONAVES
INTERMEDIARIOS DEL COMERCIO DE MATERIAS PRIMAS AGRARIAS, ANIMALES VIVOS, MATERIAS PRIMAS TEXTILES Y|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO / INTERMEDIARIOS DEL COMERCIO DE MATERIAS PRIMAS AGRARIAS, ANIMALES VIVOS, MATERIAS PRIMAS TEXTILES Y
INTERMEDIARIOS DEL COMERCIO DE MUEBLES, ARTÍCULOS PARA EL HOGAR Y FERRETERÍA|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO / INTERMEDIARIOS DEL COMERCIO DE MUEBLES, ARTÍCULOS PARA EL HOGAR Y FERRETERÍA
INTERMEDIARIOS DEL COMERCIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO / INTERMEDIARIOS DEL COMERCIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO
INTERMEDIARIOS DEL COMERCIO DE PRODUCTOS DIVERSOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO / INTERMEDIARIOS DEL COMERCIO DE PRODUCTOS DIVERSOS
INTERMEDIARIOS DEL COMERCIO DE TEXTILES, PRENDAS DE VESTIR, PELETERÍA, CALZADO Y ARTÍCULOS DE CUERO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO / INTERMEDIARIOS DEL COMERCIO DE TEXTILES, PRENDAS DE VESTIR, PELETERÍA, CALZADO Y ARTÍCULOS DE CUERO
INTERMEDIARIOS DEL COMERCIO ESPECIALIZADOS EN LA VENTA DE OTROS PRODUCTOS ESPECÍFICOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / INTERMEDIARIOS DEL COMERCIO / INTERMEDIARIOS DEL COMERCIO ESPECIALIZADOS EN LA VENTA DE OTROS PRODUCTOS ESPECÍFICOS
INVERSIÓN COLECTIVA, FONDOS Y ENTIDADES FINANCIERAS SIMILARES|ACTIVIDADES FINANCIERAS Y DE SEGUROS / SERVICIOS FINANCIEROS, EXCEPTO SEGUROS Y FONDOS DE|ACTIVIDADES FINANCIERAS Y DE SEGUROS / SERVICIOS FINANCIEROS, EXCEPTO SEGUROS Y FONDOS DE / INVERSIÓN COLECTIVA, FONDOS Y ENTIDADES FINANCIERAS SIMILARES
INVERSIÓN COLECTIVA, FONDOS Y ENTIDADES FINANCIERAS SIMILARES|ACTIVIDADES FINANCIERAS Y DE SEGUROS / SERVICIOS FINANCIEROS, EXCEPTO SEGUROS Y FONDOS DE / INVERSIÓN COLECTIVA, FONDOS Y ENTIDADES FINANCIERAS SIMILARES|ACTIVIDADES FINANCIERAS Y DE SEGUROS / SERVICIOS FINANCIEROS, EXCEPTO SEGUROS Y FONDOS DE / INVERSIÓN COLECTIVA, FONDOS Y ENTIDADES FINANCIERAS SIMILARES / INVERSIÓN COLECTIVA, FONDOS Y ENTIDADES FINANCIERAS SIMILARES
INVESTIGACIÓN Y DESARROLLO|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / INVESTIGACIÓN Y DESARROLLO
INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN CIENCIAS NATURALES Y TÉCNICAS|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / INVESTIGACIÓN Y DESARROLLO|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / INVESTIGACIÓN Y DESARROLLO / INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN CIENCIAS NATURALES Y TÉCNICAS
INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN BIOTECNOLOGÍA|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / INVESTIGACIÓN Y DESARROLLO / INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN CIENCIAS NATURALES Y TÉCNICAS|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / INVESTIGACIÓN Y DESARROLLO / INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN CIENCIAS NATURALES Y TÉCNICAS / INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN BIOTECNOLOGÍA
INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN CIENCIAS SOCIALES Y HUMANIDADES|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / INVESTIGACIÓN Y DESARROLLO|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / INVESTIGACIÓN Y DESARROLLO / INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN CIENCIAS SOCIALES Y HUMANIDADES
INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN CIENCIAS SOCIALES Y HUMANIDADES|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / INVESTIGACIÓN Y DESARROLLO / INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN CIENCIAS SOCIALES Y HUMANIDADES|ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS / INVESTIGACIÓN Y DESARROLLO / INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN CIENCIAS SOCIALES Y HUMANIDADES / INVESTIGACIÓN Y DESARROLLO EXPERIMENTAL EN CIENCIAS SOCIALES Y HUMANIDADES
JUSTICIA|ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL / ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL / PRESTACIÓN DE SERVICIOS A LA COMUNIDAD EN GENERAL|ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL / ADMINISTRACIÓN PÚBLICA Y DEFENSA; SEGURIDAD SOCIAL / PRESTACIÓN DE SERVICIOS A LA COMUNIDAD EN GENERAL / JUSTICIA
LAMINACIÓN EN FRÍO|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FABRICACIÓN DE OTROS PRODUCTOS DE PRIMERA TRANSFORMACIÓN DEL ACERO|INDUSTRIA MANUFACTURERA / METALURGIA; FABRICACIÓN DE PRODUCTOS DE HIERRO, AC / FABRICACIÓN DE OTROS PRODUCTOS DE PRIMERA TRANSFORMACIÓN DEL ACERO / LAMINACIÓN EN FRÍO
LAVADO Y LIMPIEZA DE PRENDAS TEXTILES Y DE PIEL|OTROS SERVICIOS / OTROS SERVICIOS PERSONALES / OTROS SERVICIOS PERSONALES|OTROS SERVICIOS / OTROS SERVICIOS PERSONALES / OTROS SERVICIOS PERSONALES / LAVADO Y LIMPIEZA DE PRENDAS TEXTILES Y DE PIEL
ACTIVIDADES DE LIMPIEZA|ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS AUXLIARES / SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERÍA|ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS AUXLIARES / SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERÍA / ACTIVIDADES DE LIMPIEZA
LIMPIEZA GENERAL DE EDIFICIOS|ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS AUXLIARES / SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERÍA / ACTIVIDADES DE LIMPIEZA|ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS AUXLIARES / SERVICIOS A EDIFICIOS Y ACTIVIDADES DE JARDINERÍA / ACTIVIDADES DE LIMPIEZA / LIMPIEZA GENERAL DE EDIFICIOS
MANIPULACIÓN DE MERCANCÍAS|TRANSPORTE Y ALMACENAMIENTO / ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE / ACTIVIDADES ANEXAS AL TRANSPORTE|TRANSPORTE Y ALMACENAMIENTO / ALMACENAMIENTO Y ACTIVIDADES ANEXAS AL TRANSPORTE / ACTIVIDADES ANEXAS AL TRANSPORTE / MANIPULACIÓN DE MERCANCÍAS
