name|parent_id|complete_name
COMERCIO AL POR MAYOR DE REPUESTOS Y ACCESORIOS DE VEHÍCULOS DE MOTOR|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / VENTA Y REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCIC / COMERCIO DE REPUESTOS Y ACCESORIOS DE VEHÍCULOS DE MOTOR|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / VENTA Y REPARACIÓN DE VEHÍCULOS DE MOTOR Y MOTOCIC / COMERCIO DE REPUESTOS Y ACCESORIOS DE VEHÍCULOS DE MOTOR / COMERCIO AL POR MAYOR DE REPUESTOS Y ACCESORIOS DE VEHÍCULOS DE MOTOR
COMERCIO AL POR MAYOR DE TEXTILES|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / COMERCIO AL POR MAYOR DE ARTÍCULOS DE USO DOMÉSTICO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / COMERCIO AL POR MAYOR DE ARTÍCULOS DE USO DOMÉSTICO / COMERCIO AL POR MAYOR DE TEXTILES
COMERCIO AL POR MAYOR NO ESPECIALIZADO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / COMERCIO AL POR MAYOR NO ESPECIALIZADO
COMERCIO AL POR MAYOR NO ESPECIALIZADO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / COMERCIO AL POR MAYOR NO ESPECIALIZADO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / COMERCIO AL POR MAYOR NO ESPECIALIZADO / COMERCIO AL POR MAYOR NO ESPECIALIZADO
COMERCIO AL POR MAYOR, NO ESPECIALIZADO, DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MAYOR E INTERMEDIARIOS DEL COMERCI / COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO / COMERCIO AL POR MAYOR, NO ESPECIALIZADO, DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO
COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT
COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE ALFOMBRAS, MOQUETAS Y REVESTIMIENTOS DE PAREDES Y SUELOS EN ESTABLECIMIENTO|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE ALFOMBRAS, MOQUETAS Y REVESTIMIENTOS DE PAREDES Y SUELOS EN ESTABLECIMIENTO
COMERCIO AL POR MENOR DE APARATOS ELECTRODOMÉSTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE APARATOS ELECTRODOMÉSTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE ARTÍCULOS DE RELOJERÍA Y JOYERÍA EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE ARTÍCULOS DE RELOJERÍA Y JOYERÍA EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE ARTÍCULOS DE SEGUNDA MANO EN ESTABLECIMIENTOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE ARTÍCULOS DE SEGUNDA MANO EN ESTABLECIMIENTOS
COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE ARTÍCULOS DEPORTIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE ARTÍCULOS DEPORTIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE ARTÍCULOS MÉDICOS Y ORTOPÉDICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE ARTÍCULOS MÉDICOS Y ORTOPÉDICOS EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE BEBIDAS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE BEBIDAS EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE CALZADO Y ARTÍCULOS DE CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE CALZADO Y ARTÍCULOS DE CUERO EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE CARNE Y PRODUCTOS CÁRNICOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE CARNE Y PRODUCTOS CÁRNICOS EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCIÓN EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCIÓN EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCIÓN EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCIÓN EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCIÓN EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE COMBUSTIBLE PARA LA AUTOMOCIÓN EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE EQUIPOS PARA LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN ESTA|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE EQUIPOS PARA LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN ESTA
COMERCIO AL POR MENOR DE EQUIPOS DE AUDIO Y VÍDEO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE EQUIPOS PARA LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN ESTA|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE EQUIPOS PARA LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN ESTA / COMERCIO AL POR MENOR DE EQUIPOS DE AUDIO Y VÍDEO EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE EQUIPOS DE TELECOMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE EQUIPOS PARA LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN ESTA|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE EQUIPOS PARA LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN ESTA / COMERCIO AL POR MENOR DE EQUIPOS DE TELECOMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE FERRETERÍA, PINTURA Y VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE FERRETERÍA, PINTURA Y VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE FLORES, PLANTAS, SEMILLAS, FERTILIZANTES, ANIMALES DE COMPAÑÍA Y ALIMENTOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE FLORES, PLANTAS, SEMILLAS, FERTILIZANTES, ANIMALES DE COMPAÑÍA Y ALIMENTOS
COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE GRABACIONES DE MÚSICA Y VÍDEO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE GRABACIONES DE MÚSICA Y VÍDEO EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE JUEGOS Y JUGUETES EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE LIBROS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE LIBROS EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE MUEBLES, APARATOS DE ILUMINACIÓN Y OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTA|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE MUEBLES, APARATOS DE ILUMINACIÓN Y OTROS ARTÍCULOS DE USO DOMÉSTICO EN ESTA
COMERCIO AL POR MENOR DE ORDENADORES, EQUIPOS PERIFÉRICOS Y PROGRAMAS INFORMÁTICOS EN ESTABLECIMIENT|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE EQUIPOS PARA LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN ESTA|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE EQUIPOS PARA LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES EN ESTA / COMERCIO AL POR MENOR DE ORDENADORES, EQUIPOS PERIFÉRICOS Y PROGRAMAS INFORMÁTICOS EN ESTABLECIMIENT
COMERCIO AL POR MENOR EN PUESTOS DE VENTA Y EN MERCADILLOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR EN PUESTOS DE VENTA Y EN MERCADILLOS
COMERCIO AL POR MENOR DE OTROS PRODUCTOS EN PUESTOS DE VENTA Y EN MERCADILLOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR EN PUESTOS DE VENTA Y EN MERCADILLOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR EN PUESTOS DE VENTA Y EN MERCADILLOS / COMERCIO AL POR MENOR DE OTROS PRODUCTOS EN PUESTOS DE VENTA Y EN MERCADILLOS
COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERÍA, CONFITERÍA Y PASTELERÍA EN ESTABLECIMIENTOS E|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERÍA, CONFITERÍA Y PASTELERÍA EN ESTABLECIMIENTOS E
COMERCIO AL POR MENOR DE PERIÓDICOS Y ARTÍCULOS DE PAPELERÍA EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE ARTÍCULOS CULTURALES Y RECREATIVOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE PERIÓDICOS Y ARTÍCULOS DE PAPELERÍA EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS EN ESTABLECIMIENTOS ESPECIALIZADOS
COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS|COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN D / COMERCIO AL POR MENOR, EXCEPTO DE VEHÍCULOS DE MOT / COMERCIO AL POR MENOR DE OTROS ARTÍCULOS EN ESTABLECIMIENTOS ESPECIALIZADOS / COMERCIO AL POR MENOR DE PRENDAS DE VESTIR EN ESTABLECIMIENTOS ESPECIALIZADOS
